gene_name	gene_biotype	num_isoforms_total	num_protein_coding_isoforms	num_retained_intron_isoforms	num_nonsense_mediated_decay_isoforms	num_protein_coding_CDS_not_defined_isoforms	num_non_coding_isoforms	source
RNU6-1217P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000291203	lncRNA	121	0	2	0	0	119	ensembl
ENSG00000250950	lncRNA	1	0	0	0	0	1	ensembl
PDE5A	protein_coding	12	5	3	0	4	0	ensembl
ENSG00000221245	snoRNA	1	0	0	0	0	1	ensembl
ENSG00000306632	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000286241	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000300267	lncRNA	4	0	0	0	0	4	ensembl
LINC01365	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000298305	lncRNA	2	0	0	0	0	2	ensembl
LINC02502	lncRNA	11	0	0	0	0	11	ensembl
ENSG00000296649	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000253825	lncRNA	1	0	0	0	0	1	ensembl
MAD2L1	protein_coding	5	1	2	2	0	0	ensembl
MAD2L1-DT	lncRNA	82	0	0	0	0	82	ensembl
ENSG00000296628	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296611	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296563	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296545	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249409	lncRNA	2	0	0	0	0	2	ensembl
PRDM5	protein_coding	12	4	4	1	3	0	ensembl
RNU6-550P	snRNA	1	0	0	0	0	1	ensembl
NDNF	protein_coding	4	3	0	0	1	0	ensembl
RN7SKP137	misc_RNA	1	0	0	0	0	1	ensembl
NDNF-AS1	lncRNA	1	0	0	0	0	1	ensembl
TNIP3	protein_coding	7	4	2	0	1	0	ensembl
ENSG00000302553	lncRNA	1	0	0	0	0	1	ensembl
RNU6-948P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000293704	lncRNA	1	0	0	0	0	1	ensembl
QRFPR	protein_coding	4	2	1	1	0	0	ensembl
ENSG00000308636	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000304990	lncRNA	2	0	0	0	0	2	ensembl
ANXA5	protein_coding	11	3	5	2	1	0	ensembl
ENSG00000299882	lncRNA	3	0	0	0	0	3	ensembl
SMIM43	protein_coding	9	2	4	0	3	0	ensembl
PP12613	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000297220	lncRNA	1	0	0	0	0	1	ensembl
EXOSC9	protein_coding	12	5	1	2	4	0	ensembl
CCNA2	protein_coding	1	1	0	0	0	0	ensembl
BBS7	protein_coding	6	3	3	0	0	0	ensembl
BBS7-DT	lncRNA	1	0	0	0	0	1	ensembl
TRPC3	protein_coding	5	4	0	1	0	0	ensembl
ENSG00000289342	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000301253	lncRNA	1	0	0	0	0	1	ensembl
RN7SL335P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000307570	lncRNA	1	0	0	0	0	1	ensembl
BLTP1	protein_coding	42	11	24	4	3	0	ensembl
ENSG00000310421	lncRNA	5	0	0	0	0	5	ensembl
ADAD1	protein_coding	7	5	1	0	1	0	ensembl
IL2	protein_coding	2	1	1	0	0	0	ensembl
ENSG00000301148	lncRNA	3	0	0	0	0	3	ensembl
IL21	protein_coding	3	2	0	0	1	0	ensembl
IL21-AS1	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000287692	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000293471	lncRNA	7	0	1	0	0	6	ensembl
BBS12	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000301488	lncRNA	1	0	0	0	0	1	ensembl
FGF2	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000273007	lncRNA	2	0	0	0	0	2	ensembl
NUDT6	protein_coding	8	4	1	2	1	0	ensembl
AFG2A	protein_coding	5	2	1	0	2	0	ensembl
ENSG00000307419	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287951	lncRNA	3	0	0	0	0	3	ensembl
SPRY1	protein_coding	9	8	0	0	1	0	ensembl
ENSG00000307567	lncRNA	2	0	0	0	0	2	ensembl
LINC02435	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000304218	lncRNA	4	0	0	0	0	4	ensembl
LINC01091	lncRNA	46	0	0	0	0	46	ensembl
ENSG00000304190	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304327	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000226655	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000304279	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000304240	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000286700	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000286734	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000306462	lncRNA	3	0	0	0	0	3	ensembl
LINC02516	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000309759	lncRNA	2	0	0	0	0	2	ensembl
ANKRD50	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000308143	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000302263	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302299	lncRNA	3	0	0	0	0	3	ensembl
FAT4	protein_coding	5	3	1	0	1	0	ensembl
ENSG00000302594	lncRNA	19	0	0	0	0	19	ensembl
MIR2054	miRNA	1	0	0	0	0	1	ensembl
ENSG00000299291	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250149	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000298071	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000300351	lncRNA	1	0	0	0	0	1	ensembl
LINC02379	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000309287	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000295439	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000286251	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000289869	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250945	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000248491	lncRNA	20	0	0	0	0	20	ensembl
ENSG00000287021	lncRNA	8	0	0	0	0	8	ensembl
INTU	protein_coding	8	3	1	3	1	0	ensembl
SLC25A31	protein_coding	1	1	0	0	0	0	ensembl
HSPA4L	protein_coding	5	4	0	0	1	0	ensembl
ENSG00000295993	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000261668	lncRNA	1	0	0	0	0	1	ensembl
PLK4	protein_coding	11	6	4	0	1	0	ensembl
RNU6-583P	snRNA	1	0	0	0	0	1	ensembl
MFSD8	protein_coding	62	24	7	26	5	0	ensembl
ENSG00000295436	lncRNA	1	0	0	0	0	1	ensembl
ABHD18	protein_coding	6	3	0	3	0	0	ensembl
LARP1B	protein_coding	15	10	0	2	3	0	ensembl
PGRMC2	protein_coding	8	7	0	1	0	0	ensembl
LINC02615	lncRNA	44	0	0	0	0	44	ensembl
ENSG00000273077	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000248187	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000248802	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000302316	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301474	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296308	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000289243	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000308316	lncRNA	1	0	0	0	0	1	ensembl
JADRR	lncRNA	1	0	0	0	0	1	ensembl
JADE1	protein_coding	14	13	0	1	0	0	ensembl
SCLT1	protein_coding	10	6	1	1	2	0	ensembl
C4orf33	protein_coding	6	5	1	0	0	0	ensembl
ENSG00000250193	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306171	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000306418	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287748	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000294380	lncRNA	1	0	0	0	0	1	ensembl
LINC02466	lncRNA	25	0	0	0	0	25	ensembl
LINC02465	lncRNA	36	0	0	0	0	36	ensembl
ENSG00000309145	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000309164	lncRNA	1	0	0	0	0	1	ensembl
LINC02479	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000280059	TEC	1	0	0	0	0	1	ensembl
ENSG00000250503	lncRNA	1	0	0	0	0	1	ensembl
RNU6-224P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000293882	lncRNA	1	0	0	0	0	1	ensembl
LINC02377	lncRNA	9	0	0	0	0	9	ensembl
RN7SL205P	misc_RNA	1	0	0	0	0	1	ensembl
SNHG27	lncRNA	31	0	0	0	0	31	ensembl
ENSG00000251555	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000251598	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000307713	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000248369	lncRNA	1	0	0	0	0	1	ensembl
LINC01256	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000300768	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000251488	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249513	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000309775	lncRNA	2	0	0	0	0	2	ensembl
PCDH10-DT	lncRNA	42	0	0	0	0	42	ensembl
PCDH10	protein_coding	3	2	1	0	0	0	ensembl
ENSG00000286467	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294158	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000251388	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000251199	lncRNA	45	0	0	0	0	45	ensembl
ENSG00000286253	lncRNA	1	0	0	0	0	1	ensembl
PABPC4L	protein_coding	1	1	0	0	0	0	ensembl
LINC02462	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000306174	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305979	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307356	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300866	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000300844	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249000	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249847	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000309874	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000248434	lncRNA	3	0	0	0	0	3	ensembl
LINC02485	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000293918	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000250865	lncRNA	1	0	0	0	0	1	ensembl
LINC00613	lncRNA	3	0	0	0	0	3	ensembl
RNU1-89P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000301335	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000261166	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000251567	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000250665	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000279749	TEC	1	0	0	0	0	1	ensembl
LINC02511	lncRNA	6	0	0	0	0	6	ensembl
LINC02510	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307726	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298767	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299476	lncRNA	1	0	0	0	0	1	ensembl
PCDH18	protein_coding	8	6	1	0	1	0	ensembl
LINC02172	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000280352	TEC	1	0	0	0	0	1	ensembl
ENSG00000250126	lncRNA	46	0	0	0	0	46	ensembl
ENSG00000299789	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000287441	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000250034	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287144	lncRNA	5	0	0	0	0	5	ensembl
LINC00616	lncRNA	69	0	0	0	0	69	ensembl
ENSG00000295743	lncRNA	1	0	0	0	0	1	ensembl
SLC7A11-AS1	lncRNA	10	0	1	0	0	9	ensembl
SLC7A11	protein_coding	2	1	0	1	0	0	ensembl
ENSG00000295753	lncRNA	1	0	0	0	0	1	ensembl
LINC00498	lncRNA	7	0	0	0	0	7	ensembl
LINC00499	lncRNA	59	0	0	0	0	59	ensembl
ENSG00000297834	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000250977	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296345	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250501	lncRNA	24	0	0	0	0	24	ensembl
ENSG00000250195	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000296531	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250577	lncRNA	1	0	0	0	0	1	ensembl
NOCT	protein_coding	3	1	1	1	0	0	ensembl
ELF2	protein_coding	13	7	4	1	1	0	ensembl
RNU6-531P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000296566	lncRNA	1	0	0	0	0	1	ensembl
RN7SL382P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000288785	lncRNA	19	0	0	0	0	19	ensembl
ENSG00000296588	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296549	lncRNA	1	0	0	0	0	1	ensembl
RN7SL311P	misc_RNA	1	0	0	0	0	1	ensembl
RNU6-506P	snRNA	1	0	0	0	0	1	ensembl
RNU6-1074P	snRNA	1	0	0	0	0	1	ensembl
MGARP	protein_coding	1	1	0	0	0	0	ensembl
NDUFC1	protein_coding	12	7	0	1	4	0	ensembl
NAA15	protein_coding	15	6	3	2	4	0	ensembl
RNU6-1214P	snRNA	1	0	0	0	0	1	ensembl
RAB33B-AS1	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000293157	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000239005	snoRNA	1	0	0	0	0	1	ensembl
RAB33B	protein_coding	3	2	0	0	1	0	ensembl
SETD7	protein_coding	7	5	1	0	1	0	ensembl
ENSG00000272717	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000286896	lncRNA	11	0	0	0	0	11	ensembl
QKILA	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000295486	lncRNA	1	0	0	0	0	1	ensembl
MGST2	protein_coding	7	3	1	1	2	0	ensembl
RN7SKP237	misc_RNA	1	0	0	0	0	1	ensembl
MAML3	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000286320	lncRNA	3	0	0	0	0	3	ensembl
RN7SKP253	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000290022	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000294637	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000300996	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301317	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250698	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000308003	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000307954	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307993	lncRNA	1	0	0	0	0	1	ensembl
SCOC	protein_coding	9	9	0	0	0	0	ensembl
ENSG00000307976	lncRNA	3	0	0	0	0	3	ensembl
SCOC-AS1	lncRNA	18	0	0	0	0	18	ensembl
CLGN	protein_coding	3	3	0	0	0	0	ensembl
MGAT4D	protein_coding	9	5	1	1	2	0	ensembl
ENSG00000280262	TEC	1	0	0	0	0	1	ensembl
ELMOD2	protein_coding	8	5	3	0	0	0	ensembl
UCP1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000287449	lncRNA	1	0	0	0	0	1	ensembl
RN7SL152P	misc_RNA	1	0	0	0	0	1	ensembl
TBC1D9	protein_coding	3	1	2	0	0	0	ensembl
RNY1P14	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000248335	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000273472	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000299031	lncRNA	1	0	0	0	0	1	ensembl
RNF150	protein_coding	6	5	0	0	1	0	ensembl
ENSG00000307939	lncRNA	1	0	0	0	0	1	ensembl
ZNF330	protein_coding	8	4	1	2	1	0	ensembl
ENSG00000248747	lncRNA	1	0	0	0	0	1	ensembl
LINC02432	lncRNA	21	0	0	0	0	21	ensembl
ENSG00000306825	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306779	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000272632	lncRNA	1	0	0	0	0	1	ensembl
LINC02276	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000294217	lncRNA	1	0	0	0	0	1	ensembl
IL15	protein_coding	8	6	2	0	0	0	ensembl
ENSG00000295574	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309741	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000297630	lncRNA	1	0	0	0	0	1	ensembl
INPP4B	protein_coding	27	16	0	5	6	0	ensembl
ENSG00000251248	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249806	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000308479	lncRNA	3	0	0	0	0	3	ensembl
USP38-DT	lncRNA	15	0	0	0	0	15	ensembl
USP38	protein_coding	9	3	3	3	0	0	ensembl
ENSG00000250969	lncRNA	5	0	0	0	0	5	ensembl
GAB1	protein_coding	14	7	4	1	2	0	ensembl
MIR3139	miRNA	1	0	0	0	0	1	ensembl
ENSG00000286771	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293348	lncRNA	1	0	0	0	0	1	ensembl
SMARCA5-AS1	lncRNA	1	0	0	0	0	1	ensembl
SMARCA5	protein_coding	3	1	2	0	0	0	ensembl
ENSG00000293301	lncRNA	1	0	0	0	0	1	ensembl
GUSBP5	lncRNA	75	0	0	0	0	75	ensembl
FREM3	protein_coding	2	1	0	0	1	0	ensembl
GYPE	protein_coding	3	2	0	1	0	0	ensembl
GYPB	protein_coding	16	4	3	4	5	0	ensembl
ENSG00000286055	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299458	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298293	lncRNA	1	0	0	0	0	1	ensembl
GYPA	protein_coding	20	14	3	1	2	0	ensembl
ENSG00000285783	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000285713	protein_coding	1	0	0	1	0	0	ensembl
ENSG00000261129	lncRNA	1	0	0	0	0	1	ensembl
HHIP-AS1	lncRNA	5	0	0	0	0	5	ensembl
HHIP	protein_coding	8	2	1	0	5	0	ensembl
ENSG00000289314	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000273621	misc_RNA	1	0	0	0	0	1	ensembl
ANAPC10	protein_coding	18	9	2	1	6	0	ensembl
ENSG00000250406	lncRNA	5	0	0	0	0	5	ensembl
RN7SKP235	misc_RNA	1	0	0	0	0	1	ensembl
ABCE1	protein_coding	10	2	4	2	2	0	ensembl
OTUD4	protein_coding	10	5	1	0	4	0	ensembl
ENSG00000305695	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000302937	lncRNA	1	0	0	0	0	1	ensembl
LINC02266	lncRNA	13	0	0	0	0	13	ensembl
ENSG00000278943	TEC	1	0	0	0	0	1	ensembl
SMAD1-AS2	lncRNA	7	0	0	0	0	7	ensembl
SMAD1	protein_coding	16	9	2	0	5	0	ensembl
ENSG00000305903	lncRNA	1	0	0	0	0	1	ensembl
SMAD1-AS1	lncRNA	1	0	0	0	0	1	ensembl
MMAA	protein_coding	13	6	2	3	2	0	ensembl
ENSG00000248356	lncRNA	1	0	0	0	0	1	ensembl
C4orf51	protein_coding	3	1	0	0	2	0	ensembl
ENSG00000295738	lncRNA	2	0	0	0	0	2	ensembl
ZNF827	protein_coding	22	10	2	1	9	0	ensembl
ENSG00000279481	TEC	1	0	0	0	0	1	ensembl
ENSG00000251687	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295254	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302837	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000260303	lncRNA	1	0	0	0	0	1	ensembl
LINC01095	lncRNA	61	0	0	0	0	61	ensembl
ENSG00000302907	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000307093	lncRNA	2	0	0	0	0	2	ensembl
LSM6	protein_coding	9	3	1	3	2	0	ensembl
ENSG00000279845	TEC	1	0	0	0	0	1	ensembl
REELD1	protein_coding	4	2	0	1	1	0	ensembl
ENSG00000251010	lncRNA	1	0	0	0	0	1	ensembl
SLC10A7	protein_coding	11	7	1	0	3	0	ensembl
ENSG00000294159	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294177	lncRNA	1	0	0	0	0	1	ensembl
MIR7849	miRNA	1	0	0	0	0	1	ensembl
ENSG00000288998	lncRNA	1	0	0	0	0	1	ensembl
RNU1-44P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000306157	lncRNA	3	0	0	0	0	3	ensembl
POU4F2	protein_coding	1	1	0	0	0	0	ensembl
TTC29	protein_coding	8	5	0	1	2	0	ensembl
ENSG00000248764	lncRNA	15	0	0	0	0	15	ensembl
ENSG00000279376	TEC	1	0	0	0	0	1	ensembl
ENSG00000286371	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000298313	lncRNA	1	0	0	0	0	1	ensembl
MIR548G	miRNA	1	0	0	0	0	1	ensembl
EDNRA	protein_coding	9	6	0	1	2	0	ensembl
ENSG00000280219	TEC	1	0	0	0	0	1	ensembl
TMEM184C-DT	lncRNA	12	0	0	0	0	12	ensembl
LINC02507	lncRNA	5	0	0	0	0	5	ensembl
TMEM184C	protein_coding	4	2	1	1	0	0	ensembl
PRMT9	protein_coding	4	1	2	1	0	0	ensembl
ENSG00000305538	lncRNA	5	0	0	0	0	5	ensembl
ARHGAP10	protein_coding	7	2	4	0	1	0	ensembl
MIR4799	miRNA	1	0	0	0	0	1	ensembl
RN7SL254P	misc_RNA	1	0	0	0	0	1	ensembl
NR3C2	protein_coding	9	5	1	1	2	0	ensembl
ENSG00000250354	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303144	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287292	lncRNA	21	0	0	0	0	21	ensembl
ENSG00000305747	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250357	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000301224	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000279016	TEC	1	0	0	0	0	1	ensembl
ENSG00000249317	lncRNA	5	0	1	0	0	4	ensembl
RNU7-197P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000249752	lncRNA	1	0	0	0	0	1	ensembl
LINC02355	lncRNA	5	0	0	0	0	5	ensembl
LINC02430	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000309551	lncRNA	2	0	0	0	0	2	ensembl
IQCM	protein_coding	6	2	0	1	3	0	ensembl
ENSG00000287565	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250905	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293907	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293868	lncRNA	1	0	0	0	0	1	ensembl
RNU6-1230P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000250704	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000286711	lncRNA	1	0	0	0	0	1	ensembl
DCLK2	protein_coding	7	4	0	2	1	0	ensembl
RNU7-194P	snRNA	1	0	0	0	0	1	ensembl
LRBA	protein_coding	23	13	4	2	4	0	ensembl
ENSG00000249690	lncRNA	1	0	0	0	0	1	ensembl
MAB21L2	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000298996	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300329	lncRNA	3	0	0	0	0	3	ensembl
RPS3A	protein_coding	14	12	1	1	0	0	ensembl
SNORD73B	snoRNA	1	0	0	0	0	1	ensembl
SH3D19	protein_coding	14	8	2	0	4	0	ensembl
SNORD73A	snoRNA	1	0	0	0	0	1	ensembl
ENSG00000270681	lncRNA	1	0	0	0	0	1	ensembl
PRSS48	protein_coding	2	2	0	0	0	0	ensembl
RNU6-1282P	snRNA	1	0	0	0	0	1	ensembl
FHIP1A-DT	lncRNA	18	0	0	0	0	18	ensembl
FHIP1A	protein_coding	9	6	0	0	3	0	ensembl
RN7SKP35	misc_RNA	1	0	0	0	0	1	ensembl
GATB	protein_coding	14	4	4	4	2	0	ensembl
ENSG00000251455	lncRNA	1	0	0	0	0	1	ensembl
LINC03074	lncRNA	60	0	1	0	0	59	ensembl
ENSG00000295723	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249818	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000286066	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000286720	lncRNA	21	0	0	0	0	21	ensembl
ENSG00000295744	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000295800	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295776	lncRNA	1	0	0	0	0	1	ensembl
LINC02273	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000287504	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250706	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294756	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000251377	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000298901	lncRNA	2	0	0	0	0	2	ensembl
RN7SL446P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000270302	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300520	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000270883	lncRNA	1	0	0	0	0	1	ensembl
FBXW7	protein_coding	21	12	4	3	2	0	ensembl
FBXW7-AS1	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287555	lncRNA	2	0	0	0	0	2	ensembl
MIR3140	miRNA	1	0	0	0	0	1	ensembl
MIR4453HG	lncRNA	1	0	0	0	0	1	ensembl
MIR4453	miRNA	1	0	0	0	0	1	ensembl
TMEM154	protein_coding	6	2	1	2	1	0	ensembl
ENSG00000303437	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000248571	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303415	lncRNA	11	0	0	0	0	11	ensembl
TIGD4	protein_coding	1	1	0	0	0	0	ensembl
ARFIP1	protein_coding	11	5	0	0	6	0	ensembl
ENSG00000287642	lncRNA	5	0	0	0	0	5	ensembl
FHDC1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000294679	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308243	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000249022	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000295073	lncRNA	2	0	0	0	0	2	ensembl
TRIM2	protein_coding	90	53	11	24	2	0	ensembl
ENSG00000288637	protein_coding	5	4	0	1	0	0	ensembl
RNU6-1196P	snRNA	1	0	0	0	0	1	ensembl
MND1	protein_coding	6	4	1	1	0	0	ensembl
RN7SL419P	misc_RNA	1	0	0	0	0	1	ensembl
TMEM131L	protein_coding	8	3	4	1	0	0	ensembl
ENSG00000287216	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000290441	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300572	lncRNA	1	0	0	0	0	1	ensembl
TLR2	protein_coding	14	13	0	0	1	0	ensembl
RNF175	protein_coding	9	2	2	3	2	0	ensembl
ENSG00000249309	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000280241	lncRNA	17	0	0	0	0	17	ensembl
SFRP2	protein_coding	1	1	0	0	0	0	ensembl
DCHS2	protein_coding	8	2	1	0	5	0	ensembl
ENSG00000278981	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000280005	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308425	lncRNA	4	0	0	0	0	4	ensembl
PLRG1	protein_coding	13	4	6	3	0	0	ensembl
RNU6-1285P	snRNA	1	0	0	0	0	1	ensembl
FGB	protein_coding	7	2	3	1	1	0	ensembl
