gene_name	num_isoforms	biotype	source
UBTFL5	1	unprocessed_pseudogene	ensembl
ENSG00000277747	1	unprocessed_pseudogene	ensembl
ENSG00000305196	1	lncRNA	ensembl
ENSG00000234903	1	transcribed_unprocessed_pseudogene	ensembl
TRIM43B	1	protein_coding	ensembl
ENSG00000238162	1	processed_pseudogene	ensembl
ENSG00000223917	1	unprocessed_pseudogene	ensembl
ENSG00000237308	1	processed_pseudogene	ensembl
ENSG00000224719	1	unprocessed_pseudogene	ensembl
TRIM64FP	1	unprocessed_pseudogene	ensembl
LINC03052	3	lncRNA	ensembl
ANKRD33BP1	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000291126	7	lncRNA	ensembl
ENSG00000236431	1	processed_pseudogene	ensembl
ENSG00000273305	1	lncRNA	ensembl
ENSG00000233037	1	processed_pseudogene	ensembl
OR7E102P	1	transcribed_unprocessed_pseudogene	ensembl
TRIM51JP	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000293713	3	lncRNA	ensembl
ENSG00000274028	1	unprocessed_pseudogene	ensembl
ENSG00000230083	1	processed_pseudogene	ensembl
TRIM43	1	protein_coding	ensembl
ENSG00000236026	1	transcribed_processed_pseudogene	ensembl
ENSG00000304755	1	lncRNA	ensembl
ENSG00000271003	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000270193	1	processed_pseudogene	ensembl
UBTFL3	1	unprocessed_pseudogene	ensembl
ENSG00000275497	1	unprocessed_pseudogene	ensembl
ENSG00000304720	1	lncRNA	ensembl
ENSG00000235959	1	transcribed_processed_pseudogene	ensembl
ENSG00000235584	11	lncRNA	ensembl
ENSG00000236750	1	transcribed_processed_pseudogene	ensembl
ENSG00000304650	6	lncRNA	ensembl
ENSG00000304695	3	lncRNA	ensembl
ENSG00000295287	1	lncRNA	ensembl
ENSG00000307276	2	lncRNA	ensembl
ENSG00000290897	17	lncRNA	ensembl
GPAT2P1	1	transcribed_unprocessed_pseudogene	ensembl
LINC00342	16	lncRNA	ensembl
ANKRD36C	8	protein_coding	ensembl
RN7SL210P	1	misc_RNA	ensembl
ENSG00000291176	184	lncRNA	ensembl
FAHD2CP	1	transcribed_unprocessed_pseudogene	ensembl
GPAT2	12	protein_coding	ensembl
ENSG00000295024	1	lncRNA	ensembl
ENSG00000295043	3	lncRNA	ensembl
ADRA2B	1	protein_coding	ensembl
ASTL	2	protein_coding	ensembl
DUSP2	3	protein_coding	ensembl
ENSG00000228873	2	lncRNA	ensembl
ENSG00000304046	1	lncRNA	ensembl
ENSG00000294820	1	lncRNA	ensembl
STARD7	6	protein_coding	ensembl
STARD7-AS1	10	lncRNA	ensembl
TMEM127	8	protein_coding	ensembl
CIAO1	4	protein_coding	ensembl
SNRNP200	9	protein_coding	ensembl
ENSG00000230747	1	lncRNA	ensembl
ENSG00000307472	2	lncRNA	ensembl
ITPRIPL1	5	protein_coding	ensembl
ENSG00000308585	5	lncRNA	ensembl
NCAPH	7	protein_coding	ensembl
ENSG00000304592	4	lncRNA	ensembl
NEURL3	4	protein_coding	ensembl
ENSG00000235480	3	lncRNA	ensembl
ARID5A	7	protein_coding	ensembl
KANSL3	21	protein_coding	ensembl
FER1L5	4	protein_coding	ensembl
LMAN2L	9	protein_coding	ensembl
ENSG00000305927	1	lncRNA	ensembl
CNNM4	4	protein_coding	ensembl
MIR3127	1	miRNA	ensembl
CNNM3-DT	5	lncRNA	ensembl
CNNM3	5	protein_coding	ensembl
ANKRD23	6	protein_coding	ensembl
ANKRD39	2	protein_coding	ensembl
SEMA4C	6	protein_coding	ensembl
ENSG00000295453	8	lncRNA	ensembl
FAM178B	6	protein_coding	ensembl
ENSG00000286654	2	lncRNA	ensembl
ENSG00000293951	1	lncRNA	ensembl
RNA5SP101	1	rRNA_pseudogene	ensembl
ENSG00000275094	1	unprocessed_pseudogene	ensembl
ENSG00000273634	1	processed_pseudogene	ensembl
ENSG00000306868	1	lncRNA	ensembl
ENSG00000248134	1	unprocessed_pseudogene	ensembl
ENSG00000295313	2	lncRNA	ensembl
TRIM43CP	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000230343	1	unprocessed_pseudogene	ensembl
ENSG00000236847	1	unprocessed_pseudogene	ensembl
ENSG00000297281	1	lncRNA	ensembl
IGKV2OR2-1	1	IG_V_pseudogene	ensembl
IGKV2OR2-2	1	IG_V_pseudogene	ensembl
IGKV1OR2-3	1	IG_V_pseudogene	ensembl
GPAT2P2	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000308566	2	lncRNA	ensembl
FAHD2B	7	protein_coding	ensembl
ENSG00000279791	1	TEC	ensembl
RN7SL313P	1	misc_RNA	ensembl
ANKRD36	6	protein_coding	ensembl
ENSG00000277701	20	lncRNA	ensembl
ENSG00000300949	2	lncRNA	ensembl
ENSG00000237837	1	lncRNA	ensembl
IGKV1OR2-9	1	IG_V_pseudogene	ensembl
IGKV2OR2-10	1	IG_V_pseudogene	ensembl
IGKV2OR2-7D	1	IG_V_pseudogene	ensembl
IGKV3OR2-5	1	IG_V_pseudogene	ensembl
IGKV1OR2-6	1	IG_V_pseudogene	ensembl
IGKV2OR2-7	1	IG_V_pseudogene	ensembl
IGKV2OR2-8	1	IG_V_pseudogene	ensembl
IGKV1OR2-11	1	IG_V_pseudogene	ensembl
ENSG00000278766	6	lncRNA	ensembl
APPAT	31	lncRNA	ensembl
ANKRD36B	7	protein_coding	ensembl
ENSG00000235833	1	processed_pseudogene	ensembl
ENSG00000286036	1	lncRNA	ensembl
UBTFL6	1	unprocessed_pseudogene	ensembl
COX5B	4	protein_coding	ensembl
ACTR1B	3	protein_coding	ensembl
C2orf92	58	protein_coding	ensembl
RNU4-8P	1	snRNA	ensembl
ZAP70	11	protein_coding	ensembl
TMEM131	9	protein_coding	ensembl
HMGN1P36	1	processed_pseudogene	ensembl
RNU7-96P	1	snRNA	ensembl
ENSG00000296263	1	lncRNA	ensembl
VWA3B	20	protein_coding	ensembl
ENSG00000301791	1	lncRNA	ensembl
ENSG00000309695	1	lncRNA	ensembl
ENSG00000305674	5	lncRNA	ensembl
ATP5F1BP1	1	processed_pseudogene	ensembl
ENSG00000222000	10	lncRNA	ensembl
ENSG00000307313	3	lncRNA	ensembl
CNGA3	4	protein_coding	ensembl
ENSG00000227987	1	lncRNA	ensembl
ENSG00000299290	1	lncRNA	ensembl
INPP4A	18	protein_coding	ensembl
COA5	5	protein_coding	ensembl
UNC50	6	protein_coding	ensembl
MGAT4A	9	protein_coding	ensembl
ENSG00000296850	2	lncRNA	ensembl
YWHAQP5	1	processed_pseudogene	ensembl
ENSG00000304199	3	lncRNA	ensembl
LINC02611	35	lncRNA	ensembl
RNU4-84P	1	snRNA	ensembl
CRACDL	7	protein_coding	ensembl
RNU7-46P	1	snRNA	ensembl
TSGA10	19	protein_coding	ensembl
SMC3P1	1	processed_pseudogene	ensembl
ENSG00000241962	2	protein_coding	ensembl
C2orf15	3	protein_coding	ensembl
LIPT1	8	protein_coding	ensembl
ENSG00000273155	1	protein_coding	ensembl
MITD1	9	protein_coding	ensembl
MRPL30	5	protein_coding	ensembl
LYG2	5	protein_coding	ensembl
LYG1	2	protein_coding	ensembl
TXNDC9	9	protein_coding	ensembl
EIF5B	4	protein_coding	ensembl
REV1	16	protein_coding	ensembl
ENSG00000273306	1	lncRNA	ensembl
AFF3	28	protein_coding	ensembl
ENSG00000301580	1	lncRNA	ensembl
ENSG00000299017	1	lncRNA	ensembl
ENSG00000305569	1	lncRNA	ensembl
ENSG00000305546	1	lncRNA	ensembl
ENSG00000230393	1	lncRNA	ensembl
LINC01104	6	lncRNA	ensembl
LONRF2	2	protein_coding	ensembl
ENSG00000301271	1	lncRNA	ensembl
CYCSP7	1	processed_pseudogene	ensembl
ENSG00000270699	1	processed_pseudogene	ensembl
CHST10	12	protein_coding	ensembl
RALBP1P2	1	processed_pseudogene	ensembl
ENSG00000303046	1	lncRNA	ensembl
NMS	1	protein_coding	ensembl
ARPP19P2	1	processed_pseudogene	ensembl
PDCL3	4	protein_coding	ensembl
HMGN2P22	1	processed_pseudogene	ensembl
LINC01849	15	lncRNA	ensembl
ENSG00000309950	1	lncRNA	ensembl
ENSG00000287832	1	lncRNA	ensembl
NANOGNBP1	1	processed_pseudogene	ensembl
LINC01868	3	lncRNA	ensembl
ENSG00000228488	1	lncRNA	ensembl
ENSG00000298050	1	lncRNA	ensembl
ENSG00000286737	5	lncRNA	ensembl
ENSG00000295533	1	lncRNA	ensembl
ENSG00000308555	2	lncRNA	ensembl
ENSG00000289077	3	lncRNA	ensembl
NPAS2	12	protein_coding	ensembl
NPAS2-AS1	4	lncRNA	ensembl
ENSG00000223947	1	lncRNA	ensembl
RPL31	11	protein_coding	ensembl
TBC1D8	10	protein_coding	ensembl
BBIP1P1	1	processed_pseudogene	ensembl
TBC1D8-AS1	1	lncRNA	ensembl
ENSG00000307316	2	lncRNA	ensembl
CNOT11	3	protein_coding	ensembl
RNF149	6	protein_coding	ensembl
SNORD89	1	snoRNA	ensembl
ENSG00000307218	1	lncRNA	ensembl
ENSG00000303465	2	lncRNA	ensembl
MIR5696	1	miRNA	ensembl
ENSG00000310215	1	lncRNA	ensembl
ENSG00000310233	2	lncRNA	ensembl
CREG2	3	protein_coding	ensembl
ENSG00000226058	1	processed_pseudogene	ensembl
RFX8	6	protein_coding	ensembl
LINC01870	4	lncRNA	ensembl
RPS6P3	1	processed_pseudogene	ensembl
PRCPP1	1	processed_pseudogene	ensembl
ENSG00000286047	1	lncRNA	ensembl
ENSG00000286101	11	lncRNA	ensembl
ENSG00000310387	11	lncRNA	ensembl
MAP4K4	18	protein_coding	ensembl
ENSG00000288948	1	lncRNA	ensembl
LINC01127	27	lncRNA	ensembl
ENSG00000294382	4	lncRNA	ensembl
IL1R2	9	protein_coding	ensembl
ENSG00000287771	2	lncRNA	ensembl
ENSG00000304079	4	lncRNA	ensembl
IL1R1	13	protein_coding	ensembl
IL1R1-AS1	6	lncRNA	ensembl
IL1RL2	4	protein_coding	ensembl
ENSG00000303263	4	lncRNA	ensembl
CFAP144P2	1	processed_pseudogene	ensembl
ENSG00000304533	1	lncRNA	ensembl
IL1RL1	9	protein_coding	ensembl
IL18R1	5	protein_coding	ensembl
SDR42E1P5	1	processed_pseudogene	ensembl
IL18RAP	5	protein_coding	ensembl
MIR4772	1	miRNA	ensembl
ENSG00000236525	1	lncRNA	ensembl
ENSG00000234389	1	lncRNA	ensembl
SLC9A4	2	protein_coding	ensembl
ENSG00000309513	1	lncRNA	ensembl
ENSG00000305095	1	lncRNA	ensembl
SLC9A2	3	protein_coding	ensembl
MFSD9	8	protein_coding	ensembl
TMEM182	11	protein_coding	ensembl
LINC01796	6	lncRNA	ensembl
ENSG00000293792	1	lncRNA	ensembl
LINC01935	1	lncRNA	ensembl
ENSG00000227680	1	lncRNA	ensembl
ENSG00000306845	1	lncRNA	ensembl
ENSG00000229209	2	lncRNA	ensembl
ENSG00000300106	2	lncRNA	ensembl
ENSG00000305279	1	lncRNA	ensembl
ENSG00000227623	1	processed_pseudogene	ensembl
ENSG00000310428	1	lncRNA	ensembl
ENSG00000286290	1	lncRNA	ensembl
ENSG00000297311	5	lncRNA	ensembl
CRLF3P1	1	processed_pseudogene	ensembl
ENSG00000308676	2	lncRNA	ensembl
ENSG00000221849	1	processed_pseudogene	ensembl
CAPZBP1	1	processed_pseudogene	ensembl
ENSG00000308381	1	lncRNA	ensembl
ENSG00000236141	10	lncRNA	ensembl
LINC01965	33	lncRNA	ensembl
ENSG00000301260	1	lncRNA	ensembl
ENSG00000273515	1	misc_RNA	ensembl
ENSG00000228968	1	lncRNA	ensembl
ENSG00000305181	1	lncRNA	ensembl
ENSG00000299898	1	lncRNA	ensembl
ENSG00000309190	2	lncRNA	ensembl
ENSG00000298919	5	lncRNA	ensembl
ENSG00000299060	1	lncRNA	ensembl
ENSG00000299033	1	lncRNA	ensembl
ENSG00000299011	1	lncRNA	ensembl
ENSG00000227157	17	lncRNA	ensembl
AHCYP3	1	processed_pseudogene	ensembl
LINC01831	7	lncRNA	ensembl
ENSG00000293648	1	lncRNA	ensembl
ENSG00000287793	1	lncRNA	ensembl
LINC01102	47	lncRNA	ensembl
LINC01103	1	lncRNA	ensembl
ENSG00000303480	8	lncRNA	ensembl
ENSG00000231626	1	lncRNA	ensembl
ENSG00000236109	4	lncRNA	ensembl
PANTR1	97	lncRNA	ensembl
ENSG00000230690	6	lncRNA	ensembl
RPL23AP27	1	processed_pseudogene	ensembl
ENSG00000295972	1	lncRNA	ensembl
ENSG00000228528	18	lncRNA	ensembl
HMGB3P11	1	processed_pseudogene	ensembl
ENSG00000296034	1	lncRNA	ensembl
ENSG00000296054	1	lncRNA	ensembl
ENSG00000269707	19	lncRNA	ensembl
POU3F3	2	protein_coding	ensembl
ENSG00000289498	1	lncRNA	ensembl
LINC01159	41	lncRNA	ensembl
ENSG00000296010	1	lncRNA	ensembl
ENSG00000295887	13	lncRNA	ensembl
ENSG00000287135	1	lncRNA	ensembl
MRPS9-AS2	31	lncRNA	ensembl
MRPS9	3	protein_coding	ensembl
MRPS9-AS1	11	lncRNA	ensembl
ENSG00000301070	2	lncRNA	ensembl
LINC01918	6	lncRNA	ensembl
ENSG00000293860	1	lncRNA	ensembl
ENSG00000308083	1	lncRNA	ensembl
GPR45	1	protein_coding	ensembl
ENSG00000272861	1	lncRNA	ensembl
TGFBRAP1	2	protein_coding	ensembl
TGFBRAP1-AS1	1	lncRNA	ensembl
C2orf49-DT	3	lncRNA	ensembl
C2orf49	3	protein_coding	ensembl
FHL2	12	protein_coding	ensembl
ENSG00000238273	2	lncRNA	ensembl
ENSG00000296632	6	lncRNA	ensembl
ENSG00000299064	6	lncRNA	ensembl
ENSG00000299090	2	lncRNA	ensembl
LINC02946	13	lncRNA	ensembl
ENSG00000287308	19	lncRNA	ensembl
ENSG00000294036	1	lncRNA	ensembl
ENSG00000293937	7	lncRNA	ensembl
ENSG00000293966	11	lncRNA	ensembl
NCK2	6	protein_coding	ensembl
ENSG00000290119	2	lncRNA	ensembl
ENSG00000235522	6	lncRNA	ensembl
ENSG00000234162	13	lncRNA	ensembl
ENSG00000306780	1	lncRNA	ensembl
ENSG00000302943	3	lncRNA	ensembl
ECRG4	6	protein_coding	ensembl
ENSG00000305063	1	lncRNA	ensembl
UXS1	15	protein_coding	ensembl
ENSG00000233339	1	lncRNA	ensembl
ENSG00000300396	2	lncRNA	ensembl
ENSG00000273595	1	processed_pseudogene	ensembl
RPL22P10	1	processed_pseudogene	ensembl
SRSF3P4	1	processed_pseudogene	ensembl
RPS21P2	1	processed_pseudogene	ensembl
RPL27AP4	1	processed_pseudogene	ensembl
ENSG00000304209	1	lncRNA	ensembl
ILRUNP1	1	processed_pseudogene	ensembl
ENSG00000229682	1	processed_pseudogene	ensembl
ANAPC1P6	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000291125	20	lncRNA	ensembl
PLGLA	1	transcribed_unprocessed_pseudogene	ensembl
RGPD3	2	protein_coding	ensembl
ENSG00000297907	2	lncRNA	ensembl
ENSG00000237666	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000307056	1	lncRNA	ensembl
CD8B2	2	protein_coding	ensembl
ENSG00000307086	2	lncRNA	ensembl
ENSG00000232001	2	lncRNA	ensembl
ENSG00000231505	3	lncRNA	ensembl
ENSG00000307071	1	lncRNA	ensembl
ENSG00000306841	19	lncRNA	ensembl
EEF1A1P12	1	processed_pseudogene	ensembl
ST6GAL2	5	protein_coding	ensembl
ST6GAL2-IT1	1	lncRNA	ensembl
ENSG00000227294	1	lncRNA	ensembl
ENSG00000303047	1	lncRNA	ensembl
ENSG00000309169	1	lncRNA	ensembl
ENSG00000286218	3	lncRNA	ensembl
PPP1R2P5	1	processed_pseudogene	ensembl
ENSG00000226905	1	processed_pseudogene	ensembl
ENSG00000308004	2	lncRNA	ensembl
ENSG00000295016	2	lncRNA	ensembl
ENSG00000297164	1	lncRNA	ensembl
ENSG00000304976	1	lncRNA	ensembl
ENSG00000301577	2	lncRNA	ensembl
ENSG00000301563	2	lncRNA	ensembl
LINC01789	2	lncRNA	ensembl
ENSG00000296460	1	lncRNA	ensembl
ENSG00000296443	1	lncRNA	ensembl
ENSG00000225588	3	lncRNA	ensembl
LINC01885	6	lncRNA	ensembl
LINC01886	11	lncRNA	ensembl
ENSG00000286769	3	lncRNA	ensembl
GACAT1	2	lncRNA	ensembl
ENSG00000302978	2	lncRNA	ensembl
RGPD4-AS1	10	lncRNA	ensembl
RGPD4	1	protein_coding	ensembl
ENSG00000233494	1	processed_pseudogene	ensembl
ENSG00000227270	1	unprocessed_pseudogene	ensembl
RPL22P8	1	processed_pseudogene	ensembl
SRSF3P5	1	processed_pseudogene	ensembl
SLC5A7	2	protein_coding	ensembl
LINC01593	1	lncRNA	ensembl
ACTP1	1	processed_pseudogene	ensembl
LINC01594	3	lncRNA	ensembl
ENSG00000296208	1	lncRNA	ensembl
SETD6P1	1	processed_pseudogene	ensembl
ENSG00000294676	2	lncRNA	ensembl
SULT1C3	2	protein_coding	ensembl
WASF1P1	1	processed_pseudogene	ensembl
SULT1C2	9	protein_coding	ensembl
SULT1C2P2	1	unprocessed_pseudogene	ensembl
SULT1C5P	2	transcribed_unprocessed_pseudogene	ensembl
GMCL1P2	1	processed_pseudogene	ensembl
ENSG00000296907	1	lncRNA	ensembl
SULT1C4	3	protein_coding	ensembl
ENSG00000303632	2	lncRNA	ensembl
SMIM12P1	1	transcribed_processed_pseudogene	ensembl
GCC2	25	protein_coding	ensembl
GCC2-AS1	18	lncRNA	ensembl
LIMS1	23	protein_coding	ensembl
LIMS1-AS1	1	lncRNA	ensembl
ENSG00000233648	1	processed_pseudogene	ensembl
RPL10P5	1	processed_pseudogene	ensembl
RANBP2	19	protein_coding	ensembl
CCDC138	8	protein_coding	ensembl
RPL39P16	1	processed_pseudogene	ensembl
EDAR	3	protein_coding	ensembl
ENSG00000309683	1	lncRNA	ensembl
ENSG00000295755	2	lncRNA	ensembl
ENSG00000305872	1	lncRNA	ensembl
SH3RF3-AS1	2	lncRNA	ensembl
SH3RF3	1	protein_coding	ensembl
MIR4265	1	miRNA	ensembl
ENSG00000308647	1	lncRNA	ensembl
SNRPGP9	1	processed_pseudogene	ensembl
MIR4266	1	miRNA	ensembl
SEPTIN10	14	protein_coding	ensembl
RPL37P12	1	processed_pseudogene	ensembl
ENSG00000230696	1	lncRNA	ensembl
SOWAHC	1	protein_coding	ensembl
ENSG00000230603	1	processed_pseudogene	ensembl
ENSG00000307758	1	lncRNA	ensembl
BMS1P19	1	processed_pseudogene	ensembl
ENSG00000307776	1	lncRNA	ensembl
ENSG00000295804	9	lncRNA	ensembl
SRSF3P6	1	processed_pseudogene	ensembl
ENSG00000282033	3	lncRNA	ensembl
ENSG00000305840	1	lncRNA	ensembl
RPL22P11	1	processed_pseudogene	ensembl
RGPD5	13	protein_coding	ensembl
ENSG00000301709	4	lncRNA	ensembl
LIMS3	6	protein_coding	ensembl
ENSG00000284337	2	protein_coding	ensembl
ENSG00000290731	11	lncRNA	ensembl
ENSG00000283684	3	lncRNA	ensembl
ENSG00000186148	1	transcribed_unprocessed_pseudogene	ensembl
GPAA1P1	1	transcribed_processed_pseudogene	ensembl
ZBTB45P1	1	processed_pseudogene	ensembl
LINC01123	7	lncRNA	ensembl
ENSG00000300009	1	lncRNA	ensembl
ENSG00000235721	1	processed_pseudogene	ensembl
ENSG00000229730	1	processed_pseudogene	ensembl
ENSG00000283283	1	transcribed_unprocessed_pseudogene	ensembl
MIR4267	1	miRNA	ensembl
MALL	6	lncRNA	ensembl
MIR4436B1	1	miRNA	ensembl
ENSG00000309020	3	lncRNA	ensembl
NPHP1	22	protein_coding	ensembl
ACTR1AP1	1	processed_pseudogene	ensembl
MTLN	3	protein_coding	ensembl
ENSG00000290732	10	lncRNA	ensembl
ENSG00000261760	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000305213	2	lncRNA	ensembl
ENSG00000293619	1	lncRNA	ensembl
MALLP1	1	transcribed_unprocessed_pseudogene	ensembl
MIR4436B2	1	miRNA	ensembl
ENSG00000283167	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000295406	2	lncRNA	ensembl
LINC01106	10	lncRNA	ensembl
ENSG00000226991	1	processed_pseudogene	ensembl
ENSG00000230650	1	processed_pseudogene	ensembl
ZBTB45P2	1	processed_pseudogene	ensembl
ENSG00000273471	4	lncRNA	ensembl
ENSG00000293177	1	lncRNA	ensembl
GPAA1P2	1	transcribed_processed_pseudogene	ensembl
ENSG00000184115	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000290733	6	lncRNA	ensembl
ENSG00000257207	1	protein_coding	ensembl
LIMS4	5	protein_coding	ensembl
ENSG00000227574	1	lncRNA	ensembl
ENSG00000304376	4	lncRNA	ensembl
ENSG00000231583	1	transcribed_unprocessed_pseudogene	ensembl
RGPD6	15	protein_coding	ensembl
ENSG00000231536	3	lncRNA	ensembl
ENSG00000289202	10	lncRNA	ensembl
RPL22P12	1	processed_pseudogene	ensembl
BUB1	14	protein_coding	ensembl
ENSG00000235881	1	lncRNA	ensembl
ENSG00000294954	3	lncRNA	ensembl
ACOXL	11	protein_coding	ensembl
RPL5P9	1	processed_pseudogene	ensembl
MIR4435-2HG	153	lncRNA	ensembl
ENSG00000304842	1	lncRNA	ensembl
ACOXL-AS1	3	lncRNA	ensembl
BCL2L11	15	protein_coding	ensembl
ENSG00000293584	1	protein_coding	ensembl
ENSG00000295185	1	lncRNA	ensembl
ENSG00000230499	1	lncRNA	ensembl
ENSG00000227992	1	processed_pseudogene	ensembl
ENSG00000271590	1	lncRNA	ensembl
ENSG00000229118	2	lncRNA	ensembl
ENSG00000270190	1	lncRNA	ensembl
ENSG00000295251	3	lncRNA	ensembl
RPS14P4	1	processed_pseudogene	ensembl
MIR4435-2	1	miRNA	ensembl
PAFAH1B1P2	1	transcribed_processed_pseudogene	ensembl
ENSG00000293111	1	lncRNA	ensembl
ENSG00000295115	4	lncRNA	ensembl
ENSG00000285016	3	lncRNA	ensembl
ENSG00000295306	1	lncRNA	ensembl
ENSG00000295207	1	lncRNA	ensembl
ENSG00000280878	1	lncRNA	ensembl
SOCAR	4	lncRNA	ensembl
ENSG00000295327	1	lncRNA	ensembl
DBF4P2	1	processed_pseudogene	ensembl
ENSG00000225744	1	lncRNA	ensembl
ANAPC1	11	protein_coding	ensembl
ENSG00000295159	2	lncRNA	ensembl
ENSG00000295279	1	lncRNA	ensembl
RPL34P8	1	processed_pseudogene	ensembl
ENSG00000301796	1	lncRNA	ensembl
ENSG00000310073	1	lncRNA	ensembl
ENSG00000227842	1	processed_pseudogene	ensembl
CENPNP2	1	processed_pseudogene	ensembl
ENSG00000301401	3	lncRNA	ensembl
MIR4771-2	1	miRNA	ensembl
ENSG00000230958	1	processed_pseudogene	ensembl
ENSG00000298291	3	lncRNA	ensembl
EEF1E1P1	1	transcribed_processed_pseudogene	ensembl
MERTK	5	protein_coding	ensembl
RN7SL297P	1	misc_RNA	ensembl
RTRAFP1	1	processed_pseudogene	ensembl
SLC30A6P1	1	processed_pseudogene	ensembl
ENSG00000286904	1	lncRNA	ensembl
TMEM87B	7	protein_coding	ensembl
ENSG00000287141	2	lncRNA	ensembl
FBLN7	7	protein_coding	ensembl
ENSG00000278962	1	TEC	ensembl
ENSG00000304406	1	lncRNA	ensembl
ZC3H8	6	protein_coding	ensembl
ENSG00000286545	1	lncRNA	ensembl
ENSG00000304977	1	lncRNA	ensembl
ZC3H6	3	protein_coding	ensembl
NDUFB4P6	1	processed_pseudogene	ensembl
ENSG00000236555	1	processed_pseudogene	ensembl
RGPD8	7	protein_coding	ensembl
ENSG00000293401	6	lncRNA	ensembl
VINAC1P	1	transcribed_unitary_pseudogene	ensembl
ENSG00000295626	2	lncRNA	ensembl
TTL	4	protein_coding	ensembl
ENSG00000302893	1	lncRNA	ensembl
POLR1B	17	protein_coding	ensembl
ENSG00000309434	5	lncRNA	ensembl
CHCHD5	5	protein_coding	ensembl
ENSG00000243389	1	lncRNA	ensembl
ENSG00000228251	1	lncRNA	ensembl
ENSG00000231747	1	processed_pseudogene	ensembl
ENSG00000309398	4	lncRNA	ensembl
SLC20A1-DT	13	lncRNA	ensembl
SLC20A1	9	protein_coding	ensembl
ENSG00000298853	7	lncRNA	ensembl
ENSG00000307698	3	lncRNA	ensembl
ENSG00000306594	2	lncRNA	ensembl
NT5DC4	9	protein_coding	ensembl
CKAP2L	6	protein_coding	ensembl
ENSG00000299339	25	lncRNA	ensembl
IL1A	1	protein_coding	ensembl
ENSG00000287937	3	lncRNA	ensembl
IL1B	8	protein_coding	ensembl
AMANZI	1	TEC	ensembl
XIAPP3	1	processed_pseudogene	ensembl
IL37	5	protein_coding	ensembl
CDK8P2	1	processed_pseudogene	ensembl
IL36G	3	protein_coding	ensembl
HMGN2P23	1	processed_pseudogene	ensembl
POLR2DP1	1	processed_pseudogene	ensembl
IL36A	1	protein_coding	ensembl
IL36B	2	protein_coding	ensembl
IL36RN	4	protein_coding	ensembl
IL1F10	3	protein_coding	ensembl
RNU6-1180P	1	snRNA	ensembl
IL1RN	14	protein_coding	ensembl
PSD4	12	protein_coding	ensembl
ENSG00000234174	2	lncRNA	ensembl
PAX8-AS1	42	lncRNA	ensembl
PAX8	14	protein_coding	ensembl
ENSG00000304529	10	lncRNA	ensembl
LINC02966	48	lncRNA	ensembl
ENSG00000289035	4	lncRNA	ensembl
IGKV1OR2-108	1	IG_V_gene	ensembl
ENSG00000272563	1	lncRNA	ensembl
ZNG1B	10	protein_coding	ensembl
ENSG00000304550	1	lncRNA	ensembl
FOXD4L1	1	protein_coding	ensembl
LINC01961	4	lncRNA	ensembl
PGM5P4-AS1	17	lncRNA	ensembl
FAM138B	16	lncRNA	ensembl
ENSG00000291134	2	lncRNA	ensembl
PGM5P4	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000304410	1	lncRNA	ensembl
ENSG00000287165	9	lncRNA	ensembl
RPL23AP7	148	transcribed_processed_pseudogene	ensembl
MIR1302-3	1	miRNA	ensembl
ENSG00000310523	233	lncRNA	ensembl
WASH2P	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000304466	3	lncRNA	ensembl
ENSG00000279267	1	TEC	ensembl
RABL2A	19	protein_coding	ensembl
SNRPA1P1	1	processed_pseudogene	ensembl
ACRP1	1	transcribed_processed_pseudogene	ensembl
LINC02936	5	lncRNA	ensembl
ENSG00000233479	1	lncRNA	ensembl
RNU6-744P	1	snRNA	ensembl
SLC35F5	12	protein_coding	ensembl
MIR4782	1	miRNA	ensembl
ACTR3-AS1	41	lncRNA	ensembl
ACTR3	8	protein_coding	ensembl
ENSG00000279957	1	TEC	ensembl
LINC01191	21	lncRNA	ensembl
ENSG00000307741	1	lncRNA	ensembl
ENSG00000296539	1	lncRNA	ensembl
ENSG00000286513	3	lncRNA	ensembl
ENSG00000304278	3	lncRNA	ensembl
SEPHS1P7	1	processed_pseudogene	ensembl
ENSG00000304303	1	lncRNA	ensembl
RNU2-41P	1	snRNA	ensembl
DPP10	13	protein_coding	ensembl
ENSG00000298528	1	lncRNA	ensembl
DPP10-AS3	1	lncRNA	ensembl
DPP10-AS2	1	lncRNA	ensembl
ENSG00000286776	1	lncRNA	ensembl
DPP10-AS1	9	lncRNA	ensembl
RPSAP23	1	processed_pseudogene	ensembl
ENSG00000305163	2	lncRNA	ensembl
ENSG00000287451	3	lncRNA	ensembl
ENSG00000294661	1	lncRNA	ensembl
ENSG00000310137	1	lncRNA	ensembl
ENSG00000297920	2	lncRNA	ensembl
ENSG00000271667	1	processed_pseudogene	ensembl
ENSG00000224869	1	processed_pseudogene	ensembl
