gene_name	num_isoforms	biotype	source
COX4I2	2	protein_coding	ensembl
Gm55275	1	miRNA	ensembl
ENSMUSG00000133659	1	lncRNA	ensembl
BCL2L1	9	protein_coding	ensembl
ENSMUSG00000128466	1	lncRNA	ensembl
TPX2	7	protein_coding	ensembl
Mir5622	1	miRNA	ensembl
ENSMUSG00000122160	1	lncRNA	ensembl
MYLK2	1	protein_coding	ensembl
ENSMUSG00000128731	2	lncRNA	ensembl
FOXS1	1	protein_coding	ensembl
DUSP15	4	protein_coding	ensembl
TTLL9	9	protein_coding	ensembl
Gm14199	5	lncRNA	ensembl
PDRG1	8	protein_coding	ensembl
ENSMUSG00000123343	10	lncRNA	ensembl
XKR7	1	protein_coding	ensembl
CCM2L	5	protein_coding	ensembl
ENSMUSG00000122304	1	lncRNA	ensembl
HCK	3	protein_coding	ensembl
ENSMUSG00000138212	1	lncRNA	ensembl
ENSMUSG00000138170	1	lncRNA	ensembl
Gm55408	1	snRNA	ensembl
ENSMUSG00000138252	1	lncRNA	ensembl
TM9SF4	10	protein_coding	ensembl
Tspyl3	1	protein_coding	ensembl
PLAGL2	2	protein_coding	ensembl
POFUT1	8	protein_coding	ensembl
ENSMUSG00000134889	2	lncRNA	ensembl
ENSMUSG00000126172	1	lncRNA	ensembl
ENSMUSG00000126098	2	lncRNA	ensembl
KIF3B	1	protein_coding	ensembl
ENSMUSG00000126212	1	lncRNA	ensembl
ENSMUSG00000126133	1	lncRNA	ensembl
2500004C02Rik	15	lncRNA	ensembl
ENSMUSG00000129004	1	lncRNA	ensembl
ASXL1	5	protein_coding	ensembl
NOL4L	6	protein_coding	ensembl
Gm14472	1	processed_pseudogene	ensembl
ENSMUSG00000129681	1	lncRNA	ensembl
4930404H24Rik	10	lncRNA	ensembl
ENSMUSG00000134500	1	lncRNA	ensembl
ENSMUSG00000134460	1	lncRNA	ensembl
ENSMUSG00000134581	4	lncRNA	ensembl
ENSMUSG00000134423	1	lncRNA	ensembl
ENSMUSG00000121925	1	unitary_pseudogene	ensembl
ENSMUSG00000133795	2	lncRNA	ensembl
COMMD7	3	protein_coding	ensembl
Dnmt3bos	4	lncRNA	ensembl
DNMT3B	12	protein_coding	ensembl
ENSMUSG00000132936	2	lncRNA	ensembl
DNMT3B	1	protein_coding	ensembl
ENSMUSG00000126635	1	lncRNA	ensembl
MAPRE1	3	protein_coding	ensembl
ENSMUSG00000139485	2	lncRNA	ensembl
EFCAB8	4	protein_coding	ensembl
Gm14494	1	transcribed_processed_pseudogene	ensembl
SUN5	3	protein_coding	ensembl
BPIFB2	2	protein_coding	ensembl
BPIFB6	2	protein_coding	ensembl
BPIFB3	2	protein_coding	ensembl
BPIFB4	4	protein_coding	ensembl
Bpifa6	1	protein_coding	ensembl
BPIFA2	4	protein_coding	ensembl
Gm52978	1	processed_pseudogene	ensembl
Gm21850	1	unprocessed_pseudogene	ensembl
ENSMUSG00000133050	2	lncRNA	ensembl
ENSMUSG00000133094	1	lncRNA	ensembl
Gm14497	1	processed_pseudogene	ensembl
ENSMUSG00000133136	1	lncRNA	ensembl
BPIFA3	3	protein_coding	ensembl
BPIFA1	3	protein_coding	ensembl
BPIFA1	1	protein_coding	ensembl
BPIFB1	3	protein_coding	ensembl
ENSMUSG00000122265	2	lncRNA	ensembl
Bpifb5	1	protein_coding	ensembl
Bpifb9a	3	protein_coding	ensembl
Gm14197	1	processed_pseudogene	ensembl
ENSMUSG00000122186	2	lncRNA	ensembl
Bpifb9b	1	protein_coding	ensembl
CDK5RAP1	7	protein_coding	ensembl
ENSMUSG00000122225	2	lncRNA	ensembl
SNTA1	3	protein_coding	ensembl
ENSMUSG00000129354	15	lncRNA	ensembl
ENSMUSG00000129388	10	lncRNA	ensembl
CBFA2T2	9	protein_coding	ensembl
NECAB3	7	protein_coding	ensembl
C20orf144	3	protein_coding	ensembl
ACTL10	1	protein_coding	ensembl
E2F1	2	protein_coding	ensembl
PXMP4	2	protein_coding	ensembl
4930519P11Rik	2	lncRNA	ensembl
ZNF341	3	protein_coding	ensembl
Gm14198	2	lncRNA	ensembl
ENSMUSG00000131149	1	lncRNA	ensembl
CHMP4BP1	3	protein_coding	ensembl
Rpl5-ps2	1	processed_pseudogene	ensembl
Gm14215	1	processed_pseudogene	ensembl
Gm14216	9	lncRNA	ensembl
ENSMUSG00000133088	25	lncRNA	ensembl
Gm14214	1	processed_pseudogene	ensembl
ENSMUSG00000133128	1	lncRNA	ensembl
RALY	10	protein_coding	ensembl
ASIP	6	protein_coding	ensembl
EIF2S2	4	protein_coding	ensembl
ENSMUSG00000133691	1	lncRNA	ensembl
ENSMUSG00000128134	1	lncRNA	ensembl
Gm14226	1	lncRNA	ensembl
ENSMUSG00000142814	1	lncRNA	ensembl
AHCY	3	protein_coding	ensembl
Gm45609	15	lncRNA	ensembl
2310005A03Rik	1	lncRNA	ensembl
ENSMUSG00000138802	1	lncRNA	ensembl
ENSMUSG00000133348	1	lncRNA	ensembl
ITCH	7	protein_coding	ensembl
Gm14227	1	processed_pseudogene	ensembl
DYNLRB1	4	protein_coding	ensembl
ENSMUSG00000139617	3	lncRNA	ensembl
MAP1LC3A	3	protein_coding	ensembl
PIGU	5	protein_coding	ensembl
Mir695	1	miRNA	ensembl
TP53INP2	5	protein_coding	ensembl
NCOA6	8	protein_coding	ensembl
Gm14239	1	processed_pseudogene	ensembl
ENSMUSG00000131510	2	lncRNA	ensembl
Gm14238	1	processed_pseudogene	ensembl
GGT7	5	protein_coding	ensembl
ACSS2	10	protein_coding	ensembl
Mipep-ps	1	processed_pseudogene	ensembl
Gm20637	1	processed_pseudogene	ensembl
Acss2os	5	lncRNA	ensembl
GSS	9	protein_coding	ensembl
Gssos2	2	lncRNA	ensembl
Gssos1	1	lncRNA	ensembl
Gm14257	1	lncRNA	ensembl
MYH7B	3	protein_coding	ensembl
Mir499	1	miRNA	ensembl
TRPC4AP	10	protein_coding	ensembl
Gm22334	1	snoRNA	ensembl
ENSMUSG00000141335	2	lncRNA	ensembl
ENSMUSG00000141293	1	lncRNA	ensembl
EDEM2	4	protein_coding	ensembl
ENSMUSG00000133411	1	lncRNA	ensembl
PROCR	4	protein_coding	ensembl
MMP24	2	protein_coding	ensembl
ENSMUSG00000143341	2	lncRNA	ensembl
Mmp24os1	1	protein_coding	ensembl
EIF6	7	protein_coding	ensembl
Gm16098	11	lncRNA	ensembl
FAM83C	2	protein_coding	ensembl
UQCC1	19	protein_coding	ensembl
ENSMUSG00000139205	2	lncRNA	ensembl
ENSMUSG00000139283	1	lncRNA	ensembl
ENSMUSG00000139244	1	lncRNA	ensembl
Gm15557	1	protein_coding	ensembl
GDF5	1	protein_coding	ensembl
ENSMUSG00000137883	1	lncRNA	ensembl
CEP250	10	protein_coding	ensembl
C20orf173	8	protein_coding	ensembl
ERGIC3	10	protein_coding	ensembl
Fer1l4	6	protein_coding	ensembl
Gm14240	1	processed_pseudogene	ensembl
ENSMUSG00000131574	1	lncRNA	ensembl
SPAG4	8	protein_coding	ensembl
Cpne1	18	protein_coding	ensembl
Gm28036	8	protein_coding	ensembl
Gm37274	1	TEC	ensembl
Rbm12	5	protein_coding	ensembl
NFS1	4	protein_coding	ensembl
ROMO1	4	protein_coding	ensembl
RBM39	25	protein_coding	ensembl
ENSMUSG00000131611	1	lncRNA	ensembl
ENSMUSG00000133138	4	lncRNA	ensembl
PHF20	11	protein_coding	ensembl
ENSMUSG00000133097	1	lncRNA	ensembl
SCAND1	1	protein_coding	ensembl
CNBD2	6	protein_coding	ensembl
Gm14251	1	transcribed_processed_pseudogene	ensembl
Gm56058	1	miRNA	ensembl
Gm14252	1	lncRNA	ensembl
Gm14253	1	processed_pseudogene	ensembl
Gm14170	1	lncRNA	ensembl
ENSMUSG00000139458	2	lncRNA	ensembl
Gm56059	1	misc_RNA	ensembl
Rpl21-ps9	1	processed_pseudogene	ensembl
Norad	4	lncRNA	ensembl
ENSMUSG00000139502	3	lncRNA	ensembl
Gm14173	1	processed_pseudogene	ensembl
Gm56061	1	miRNA	ensembl
EPB41L1	9	protein_coding	ensembl
ENSMUSG00000139580	1	lncRNA	ensembl
Gm14225	1	lncRNA	ensembl
Gm14224	1	lncRNA	ensembl
ENSMUSG00000139541	2	lncRNA	ensembl
ENSMUSG00000137606	1	lncRNA	ensembl
AAR2	5	protein_coding	ensembl
Gm14168	1	lncRNA	ensembl
Gm14174	5	lncRNA	ensembl
DLGAP4	14	protein_coding	ensembl
Gm14172	1	processed_pseudogene	ensembl
ENSMUSG00000126391	1	lncRNA	ensembl
ENSMUSG00000126434	1	lncRNA	ensembl
ENSMUSG00000131302	2	lncRNA	ensembl
4930405A21Rik	14	lncRNA	ensembl
ENSMUSG00000139190	3	lncRNA	ensembl
5730471H19Rik	35	lncRNA	ensembl
MYL9	4	protein_coding	ensembl
Gm14231	1	transcribed_processed_pseudogene	ensembl
TGIF2	5	protein_coding	ensembl
5430405H02Rik	25	lncRNA	ensembl
Gm37790	1	TEC	ensembl
4930518I15Rik	2	TEC	ensembl
Metazoa_SRP	1	misc_RNA	ensembl
RAB5IF	4	protein_coding	ensembl
SLA2	2	protein_coding	ensembl
Gm14278	1	transcribed_unprocessed_pseudogene	ensembl
Gm14248	1	processed_pseudogene	ensembl
ENSMUSG00000130404	3	lncRNA	ensembl
Gm14247	1	transcribed_processed_pseudogene	ensembl
NDRG3	10	protein_coding	ensembl
Gm56159	1	scaRNA	ensembl
ENSMUSG00000134890	1	lncRNA	ensembl
Gm14276	1	processed_pseudogene	ensembl
DSN1	6	protein_coding	ensembl
MTCL2	3	protein_coding	ensembl
TLDC2	2	protein_coding	ensembl
SAMHD1	10	protein_coding	ensembl
RBL1	4	protein_coding	ensembl
Gm14277	1	processed_pseudogene	ensembl
ENSMUSG00000142757	1	lncRNA	ensembl
MROH8	5	protein_coding	ensembl
RPN2	11	protein_coding	ensembl
GHRH	3	protein_coding	ensembl
ENSMUSG00000142939	5	lncRNA	ensembl
MANBAL	1	protein_coding	ensembl
SRC	8	protein_coding	ensembl
ENSMUSG00000137000	1	lncRNA	ensembl
ENSMUSG00000124749	1	lncRNA	ensembl
ENSMUSG00000136071	1	lncRNA	ensembl
ENSMUSG00000136193	1	lncRNA	ensembl
Gm14279	1	processed_pseudogene	ensembl
Gm14287	1	processed_pseudogene	ensembl
ENSMUSG00000136038	2	lncRNA	ensembl
Gm14286	1	lncRNA	ensembl
BLCAP	6	protein_coding	ensembl
Nnat	10	protein_coding	ensembl
Gm56190	1	miRNA	ensembl
Gm57477	3	lncRNA	ensembl
ENSMUSG00000137467	2	lncRNA	ensembl
Platr27	5	lncRNA	ensembl
ENSMUSG00000136472	1	lncRNA	ensembl
ENSMUSG00000129528	4	lncRNA	ensembl
ENSMUSG00000127245	4	lncRNA	ensembl
ENSMUSG00000135163	1	lncRNA	ensembl
Gm25407	1	snoRNA	ensembl
Gm23463	1	snRNA	ensembl
CTNNBL1	4	protein_coding	ensembl
ENSMUSG00000140009	1	lncRNA	ensembl
ENSMUSG00000139977	4	lncRNA	ensembl
Gm14176	1	processed_pseudogene	ensembl
ENSMUSG00000134327	1	lncRNA	ensembl
VSTM2L	1	protein_coding	ensembl
TTI1	4	protein_coding	ensembl
RPRD1B	8	protein_coding	ensembl
2010009K17Rik	1	lncRNA	ensembl
TGM2	4	protein_coding	ensembl
Gm20412	1	lncRNA	ensembl
ENSMUSG00000128719	1	lncRNA	ensembl
ENSMUSG00000125792	1	lncRNA	ensembl
ENSMUSG00000132987	1	lncRNA	ensembl
KIAA1755	3	protein_coding	ensembl
1700060C20Rik	2	lncRNA	ensembl
Mir7685	1	miRNA	ensembl
ENSMUSG00000143084	1	lncRNA	ensembl
BPI	3	protein_coding	ensembl
LBP	5	protein_coding	ensembl
ENSMUSG00000137421	1	lncRNA	ensembl
Snhg17	188	lncRNA	ensembl
Gm24411	1	snoRNA	ensembl
SNORA71A	1	snoRNA	ensembl
SNORA71C	1	snoRNA	ensembl
ENSMUSG00000137006	1	lncRNA	ensembl
Snhg11	8	protein_coding	ensembl
SNORA71E	1	snoRNA	ensembl
SNORA60	1	snoRNA	ensembl
ENSMUSG00000136710	1	lncRNA	ensembl
ENSMUSG00000136670	3	lncRNA	ensembl
Gm14201	1	transcribed_processed_pseudogene	ensembl
Gm14202	1	transcribed_processed_pseudogene	ensembl
RALGAPB	10	protein_coding	ensembl
ENSMUSG00000125910	2	lncRNA	ensembl
Gm14200	1	processed_pseudogene	ensembl
Y_RNA	1	misc_RNA	ensembl
ENSMUSG00000135970	1	lncRNA	ensembl
ADIG	3	protein_coding	ensembl
ARHGAP40	2	protein_coding	ensembl
Gm14204	20	lncRNA	ensembl
SLC32A1	1	protein_coding	ensembl
Gm14205	1	lncRNA	ensembl
ENSMUSG00000140651	1	lncRNA	ensembl
ACTR5	5	protein_coding	ensembl
Mir3474	1	miRNA	ensembl
PPP1R16B	5	protein_coding	ensembl
Gm56486	1	miRNA	ensembl
FAM83D	2	protein_coding	ensembl
DHX35	9	protein_coding	ensembl
ENSMUSG00000128132	1	lncRNA	ensembl
ENSMUSG00000124809	1	lncRNA	ensembl
ENSMUSG00000122801	1	lncRNA	ensembl
ENSMUSG00000126718	3	lncRNA	ensembl
MIR544A	1	miRNA	ensembl
Gm25090	1	snoRNA	ensembl
ENSMUSG00000143976	8	lncRNA	ensembl
Gm14219	1	processed_pseudogene	ensembl
ENSMUSG00000140701	1	lncRNA	ensembl
Gm11445	1	processed_pseudogene	ensembl
Gm11446	1	processed_pseudogene	ensembl
Gm14223	2	lncRNA	ensembl
4933416E03Rik	20	lncRNA	ensembl
Gm14220	1	transcribed_processed_pseudogene	ensembl
9130015L21Rik	4	lncRNA	ensembl
ENSMUSG00000127196	1	lncRNA	ensembl
ENSMUSG00000137708	6	lncRNA	ensembl
ENSMUSG00000137788	1	lncRNA	ensembl
ENSMUSG00000137748	1	lncRNA	ensembl
ENSMUSG00000127321	1	lncRNA	ensembl
Gm826	3	protein_coding	ensembl
Gm57434	2	lncRNA	ensembl
MAFB	1	protein_coding	ensembl
ENSMUSG00000127293	2	lncRNA	ensembl
ENSMUSG00000135442	5	lncRNA	ensembl
Gm14221	49	lncRNA	ensembl
ENSMUSG00000135650	1	lncRNA	ensembl
ENSMUSG00000135534	6	lncRNA	ensembl
ENSMUSG00000135572	1	lncRNA	ensembl
ENSMUSG00000135680	1	lncRNA	ensembl
Gm14222	3	lncRNA	ensembl
Gm56253	1	miRNA	ensembl
TOP1	6	protein_coding	ensembl
ENSMUSG00000135486	5	lncRNA	ensembl
PLCG1	12	protein_coding	ensembl
Gm27206	1	lncRNA	ensembl
ZHX3	6	protein_coding	ensembl
ENSMUSG00000134283	1	lncRNA	ensembl
Gm16751	2	lncRNA	ensembl
Gm11447	1	processed_pseudogene	ensembl
ENSMUSG00000127788	4	lncRNA	ensembl
LPIN3	5	protein_coding	ensembl
EMILIN3	2	protein_coding	ensembl
ENSMUSG00000134857	2	lncRNA	ensembl
Gm14228	1	lncRNA	ensembl
CHD6	11	protein_coding	ensembl
Gm25561	1	snoRNA	ensembl
ENSMUSG00000134290	1	lncRNA	ensembl
Gm45447	6	lncRNA	ensembl
ENSMUSG00000125054	1	lncRNA	ensembl
ENSMUSG00000143288	1	lncRNA	ensembl
Gm14243	1	lncRNA	ensembl
Gm14242	1	lncRNA	ensembl
ENSMUSG00000139057	1	lncRNA	ensembl
ENSMUSG00000139098	1	lncRNA	ensembl
Gm5270	1	transcribed_processed_pseudogene	ensembl
Gm11448	1	transcribed_processed_pseudogene	ensembl
ENSMUSG00000127540	1	lncRNA	ensembl
Gm14241	1	lncRNA	ensembl
ENSMUSG00000143233	2	lncRNA	ensembl
ENSMUSG00000143151	18	lncRNA	ensembl
ENSMUSG00000143192	3	lncRNA	ensembl
ENSMUSG00000136701	3	lncRNA	ensembl
Gm11449	1	processed_pseudogene	ensembl
Gm29229	1	lncRNA	ensembl
PTPRT	6	protein_coding	ensembl
ENSMUSG00000137683	1	lncRNA	ensembl
ENSMUSG00000133393	1	lncRNA	ensembl
ENSMUSG00000133060	2	lncRNA	ensembl
ENSMUSG00000133016	4	lncRNA	ensembl
Ptprtos	1	lncRNA	ensembl
9430021M05Rik	14	lncRNA	ensembl
Gm14246	1	lncRNA	ensembl
Gm22936	1	snoRNA	ensembl
ENSMUSG00000141694	4	lncRNA	ensembl
Gm11450	1	processed_pseudogene	ensembl
Gm56286	1	snRNA	ensembl
Gm14255	1	lncRNA	ensembl
Gm11451	1	transcribed_processed_pseudogene	ensembl
ENSMUSG00000125816	5	lncRNA	ensembl
Gm11452	1	processed_pseudogene	ensembl
ENSMUSG00000125137	1	lncRNA	ensembl
SRSF6	4	protein_coding	ensembl
L3MBTL1	7	protein_coding	ensembl
Gm11453	1	processed_pseudogene	ensembl
SGK2	3	protein_coding	ensembl
IFT52	4	protein_coding	ensembl
ENSMUSG00000135167	1	lncRNA	ensembl
MYBL2	5	protein_coding	ensembl
Mir7003	1	miRNA	ensembl
ENSMUSG00000138594	2	lncRNA	ensembl
GTSF1L	1	protein_coding	ensembl
Gm56299	1	miRNA	ensembl
ENSMUSG00000127948	2	lncRNA	ensembl
Gm11454	14	lncRNA	ensembl
Gm14254	1	lncRNA	ensembl
TOX2	5	protein_coding	ensembl
ENSMUSG00000139697	1	lncRNA	ensembl
JPH2	2	protein_coding	ensembl
ENSMUSG00000122543	1	lncRNA	ensembl
OSER1	7	protein_coding	ensembl
2900093K20Rik	1	lncRNA	ensembl
GDAP1L1	4	protein_coding	ensembl
ENSMUSG00000141497	2	lncRNA	ensembl
FITM2	1	protein_coding	ensembl
2310001K24Rik	3	lncRNA	ensembl
Hnf4aos	6	lncRNA	ensembl
R3HDML	1	protein_coding	ensembl
HNF4A	5	protein_coding	ensembl
Gm25881	1	snRNA	ensembl
ENSMUSG00000140948	1	lncRNA	ensembl
TTPAL	7	protein_coding	ensembl
SERINC3	2	protein_coding	ensembl
0610039K10Rik	2	lncRNA	ensembl
PKIG	9	protein_coding	ensembl
Gm16316	3	lncRNA	ensembl
ADA	2	protein_coding	ensembl
ENSMUSG00000139680	1	lncRNA	ensembl
ENSMUSG00000143740	1	lncRNA	ensembl
CCN5	2	protein_coding	ensembl
KCNK15	2	protein_coding	ensembl
RIMS4	1	protein_coding	ensembl
YWHAB	2	protein_coding	ensembl
PABPC1L	5	protein_coding	ensembl
TOMM34	3	protein_coding	ensembl
ENSMUSG00000127204	1	lncRNA	ensembl
STK4	5	protein_coding	ensembl
Gm11455	1	lncRNA	ensembl
Gm56313	1	rRNA	ensembl
KCNS1	1	protein_coding	ensembl
ENSMUSG00000142687	10	lncRNA	ensembl
WFDC5	2	protein_coding	ensembl
A730032A03Rik	2	lncRNA	ensembl
WFDC12	1	protein_coding	ensembl
Wfdc15a	1	protein_coding	ensembl
ENSMUSG00000131918	1	lncRNA	ensembl
Wfdc15b	3	protein_coding	ensembl
SEMG2	2	protein_coding	ensembl
SEMG2	1	protein_coding	ensembl
Svs4	1	protein_coding	ensembl
SEMG2	2	protein_coding	ensembl
Svs6	1	protein_coding	ensembl
Svs5	2	protein_coding	ensembl
SLPI	3	protein_coding	ensembl
Mir7678	1	miRNA	ensembl
MATN4	5	protein_coding	ensembl
RBPJL	3	protein_coding	ensembl
SDC4	2	protein_coding	ensembl
SYS1	7	protein_coding	ensembl
Gm14302	3	lncRNA	ensembl
Gm20458	1	protein_coding	ensembl
ENSMUSG00000130043	4	lncRNA	ensembl
TP53TG5	1	protein_coding	ensembl
DBNDD2	6	protein_coding	ensembl
ENSMUSG00000137503	3	lncRNA	ensembl
PIGT	5	protein_coding	ensembl
Gm57459	1	lncRNA	ensembl
Gm14317	13	lncRNA	ensembl
ENSMUSG00000125521	5	lncRNA	ensembl
ENSMUSG00000125560	1	lncRNA	ensembl
WFDC2	5	protein_coding	ensembl
SPINT3	1	protein_coding	ensembl
Wfdc6a	2	protein_coding	ensembl
EPPIN	1	protein_coding	ensembl
WFDC8	3	protein_coding	ensembl
Gm25512	1	snRNA	ensembl
Wfdc6b	1	protein_coding	ensembl
Gm24473	1	snoRNA	ensembl
Wfdc16	1	protein_coding	ensembl
ENSMUSG00000122892	1	lncRNA	ensembl
Gm11456	1	processed_pseudogene	ensembl
WFDC9	2	protein_coding	ensembl
WFDC10A	1	protein_coding	ensembl
WFDC11	2	protein_coding	ensembl
WFDC13	1	protein_coding	ensembl
SPINT4	1	protein_coding	ensembl
Spint5	1	protein_coding	ensembl
WFDC3	3	protein_coding	ensembl
DNTTIP1	4	protein_coding	ensembl
Gm11457	4	lncRNA	ensembl
RN7SKP238	1	misc_RNA	ensembl
Ube2c	2	protein_coding	ensembl
TNNC2	2	protein_coding	ensembl
SNX21	7	protein_coding	ensembl
ACOT8	5	protein_coding	ensembl
ZSWIM3	1	protein_coding	ensembl
ENSMUSG00000131993	1	lncRNA	ensembl
ZSWIM1	2	protein_coding	ensembl
SPATA25	2	protein_coding	ensembl
ENSMUSG00000132035	1	lncRNA	ensembl
NEURL2	1	protein_coding	ensembl
CTSA	16	protein_coding	ensembl
PLTP	7	protein_coding	ensembl
ENSMUSG00000138282	1	lncRNA	ensembl
ENSMUSG00000139909	2	lncRNA	ensembl
ENSMUSG00000140336	1	lncRNA	ensembl
PCIF1	4	protein_coding	ensembl
ZNF335	3	protein_coding	ensembl
Zfp335os	3	lncRNA	ensembl
MMP9	4	protein_coding	ensembl
SLC12A5	10	protein_coding	ensembl
NCOA5	8	protein_coding	ensembl
ENSMUSG00000122419	1	lncRNA	ensembl
Gm57463	1	lncRNA	ensembl
CD40	7	protein_coding	ensembl
1700025C18Rik	1	protein_coding	ensembl
ENSMUSG00000137179	1	lncRNA	ensembl
CDH22	2	protein_coding	ensembl
Gm14397	1	lncRNA	ensembl
ENSMUSG00000137351	1	lncRNA	ensembl
Gm25569	1	snoRNA	ensembl
SLC35C2	16	protein_coding	ensembl
ELMO2	12	protein_coding	ensembl
ENSMUSG00000125321	1	lncRNA	ensembl
Zfp663	4	protein_coding	ensembl
ZNF334	1	protein_coding	ensembl
ENSMUSG00000137544	1	lncRNA	ensembl
OCSTAMP	1	protein_coding	ensembl
SLC13A3	5	protein_coding	ensembl
Gm14437	3	lncRNA	ensembl
TP53RK	2	protein_coding	ensembl
SLC2A10	2	protein_coding	ensembl
ENSMUSG00000138825	2	lncRNA	ensembl
ENSMUSG00000129768	1	lncRNA	ensembl
ENSMUSG00000122902	1	lncRNA	ensembl
ENSMUSG00000131363	1	lncRNA	ensembl
EYA2	6	protein_coding	ensembl
Gm28163	1	lncRNA	ensembl
Gm11460	1	processed_pseudogene	ensembl
ENSMUSG00000132649	2	lncRNA	ensembl
ZMYND8	21	protein_coding	ensembl
ENSMUSG00000136541	6	lncRNA	ensembl
BC046401	1	lncRNA	ensembl
Gm11465	3	lncRNA	ensembl
ENSMUSG00000130051	1	lncRNA	ensembl
Gm56375	1	miRNA	ensembl
Gm11461	1	processed_pseudogene	ensembl
Platr29	15	lncRNA	ensembl
Gm11462	1	processed_pseudogene	ensembl
ENSMUSG00000134046	1	lncRNA	ensembl
Gm11464	1	lncRNA	ensembl
NCOA3	5	protein_coding	ensembl
ENSMUSG00000133127	1	lncRNA	ensembl
SULF2	7	protein_coding	ensembl
ENSMUSG00000140841	3	lncRNA	ensembl
ENSMUSG00000140770	3	lncRNA	ensembl
ENSMUSG00000140806	3	lncRNA	ensembl
ENSMUSG00000139587	3	lncRNA	ensembl
Gm11466	18	lncRNA	ensembl
Gm56377	1	rRNA	ensembl
ENSMUSG00000139551	28	lncRNA	ensembl
Gm11467	1	lncRNA	ensembl
ENSMUSG00000132821	1	lncRNA	ensembl
ENSMUSG00000132780	1	lncRNA	ensembl
ENSMUSG00000129895	2	lncRNA	ensembl
ENSMUSG00000129929	7	lncRNA	ensembl
Gm11468	9	lncRNA	ensembl
Gm14268	15	lncRNA	ensembl
ENSMUSG00000129734	12	lncRNA	ensembl
5031425F14Rik	18	lncRNA	ensembl
ENSMUSG00000128315	1	lncRNA	ensembl
ENSMUSG00000128616	4	lncRNA	ensembl
ENSMUSG00000141511	1	lncRNA	ensembl
Gm14267	25	transcribed_processed_pseudogene	ensembl
ENSMUSG00000141436	2	lncRNA	ensembl
ENSMUSG00000141553	1	lncRNA	ensembl
ENSMUSG00000141474	3	lncRNA	ensembl
PREX1	8	protein_coding	ensembl
Gm56394	1	rRNA	ensembl
RN7SKP19	1	misc_RNA	ensembl
ENSMUSG00000136744	3	lncRNA	ensembl
Gm57440	1	lncRNA	ensembl
ENSMUSG00000129795	2	lncRNA	ensembl
ENSMUSG00000137785	1	lncRNA	ensembl
ENSMUSG00000125220	6	lncRNA	ensembl
U6	1	snRNA	ensembl
ENSMUSG00000127854	1	lncRNA	ensembl
TP53RK	3	protein_coding	ensembl
ENSMUSG00000141407	3	lncRNA	ensembl
ARFGEF2	2	protein_coding	ensembl
ENSMUSG00000130260	16	lncRNA	ensembl
CSE1L	12	protein_coding	ensembl
Gm17096	1	lncRNA	ensembl
STAU1	11	protein_coding	ensembl
ENSMUSG00000141547	1	lncRNA	ensembl
ENSMUSG00000141589	1	lncRNA	ensembl
Gm11470	1	transcribed_processed_pseudogene	ensembl
ENSMUSG00000141627	2	lncRNA	ensembl
DDX27	6	protein_coding	ensembl
ZNFX1	5	protein_coding	ensembl
ENSMUSG00000123643	1	lncRNA	ensembl
ENSMUSG00000141251	1	lncRNA	ensembl
Zfas1	31	lncRNA	ensembl
Gm56406	1	misc_RNA	ensembl
SNORD12C	1	snoRNA	ensembl
SNORD12B	1	snoRNA	ensembl
SNORD12	1	snoRNA	ensembl
ENSMUSG00000129153	12	lncRNA	ensembl
ENSMUSG00000140230	1	lncRNA	ensembl
ENSMUSG00000140306	3	lncRNA	ensembl
ENSMUSG00000140269	2	lncRNA	ensembl
Gm11472	1	processed_pseudogene	ensembl
ENSMUSG00000140347	1	lncRNA	ensembl
Gm11471	1	transcribed_processed_pseudogene	ensembl
KCNB1	4	protein_coding	ensembl
ENSMUSG00000140899	1	lncRNA	ensembl
1110018N20Rik	8	lncRNA	ensembl
PTGIS	3	protein_coding	ensembl
Gm14291	1	lncRNA	ensembl
ENSMUSG00000130183	1	lncRNA	ensembl
ENSMUSG00000130144	3	lncRNA	ensembl
ENSMUSG00000143917	2	lncRNA	ensembl
ENSMUSG00000143890	5	lncRNA	ensembl
Gm11473	1	processed_pseudogene	ensembl
B4GALT5	4	protein_coding	ensembl
ENSMUSG00000130195	1	lncRNA	ensembl
SLC9A8	12	protein_coding	ensembl
SPATA2	6	protein_coding	ensembl
RNF114	3	protein_coding	ensembl
ENSMUSG00000142512	1	lncRNA	ensembl
ENSMUSG00000125353	10	lncRNA	ensembl
Gm11474	1	transcribed_processed_pseudogene	ensembl
SNAI1	1	protein_coding	ensembl
Gm11476	4	lncRNA	ensembl
ENSMUSG00000129447	1	lncRNA	ensembl
Gm31619	5	lncRNA	ensembl
Gm11475	1	processed_pseudogene	ensembl
UBE2V1	7	protein_coding	ensembl
Gm20431	1	protein_coding	ensembl
Gm57427	1	lncRNA	ensembl
ENSMUSG00000133472	2	lncRNA	ensembl
PEDS1	4	protein_coding	ensembl
Gm56415	1	miRNA	ensembl
Gm14320	1	lncRNA	ensembl
CEBPB	1	protein_coding	ensembl
A530013C23Rik	15	lncRNA	ensembl
ENSMUSG00000138544	1	lncRNA	ensembl
ENSMUSG00000131902	1	lncRNA	ensembl
ENSMUSG00000131867	2	lncRNA	ensembl
9230111E07Rik	19	lncRNA	ensembl
ENSMUSG00000128359	26	lncRNA	ensembl
1200007C13Rik	2	lncRNA	ensembl
ENSMUSG00000143222	1	lncRNA	ensembl
ENSMUSG00000131971	1	lncRNA	ensembl
